chunk_id,document_id,categoria,titulo_documento,chunk_index,char_count,chunk_text
FE-ES-001_CH_038,FE-ES-001,Frontend,Primeros pasos con HTML,38,768,"function updateCode() {
  output.innerHTML = textarea.value;
}

const htmlSolution =
  'Algo de músicaDisfruto mucho tocando la batería. Uno de mis bateristas favoritos es Neal Peart, que toca en la banda Rush. Mi álbum favorito de Rush es actualmente Moving Pictures. ';
let solutionEntry = htmlSolution;

reset.addEventListener(""click"", () => {
  textarea.value = code;
  userEntry = textarea.value;
  solutionEntry = htmlSolution;
  solution.value = ""Mostrar solución"";
  updateCode();
});

solution.addEventListener(""click"", () => {
  if (solution.value === ""Mostrar solución"") {
    textarea.value = solutionEntry;
    solution.value = ""Ocultar solución"";
  } else {
    textarea.value = userEntry;
    solution.value = ""Mostrar solución"";
  }
  updateCode();
});"
FE-ES-001_CH_039,FE-ES-001,Frontend,Primeros pasos con HTML,39,517,"textarea.addEventListener(""input"", updateCode);
window.addEventListener(""load"", updateCode);

// detener la tabulación de la tecla tabulación fuera del área de texto y
// hacer que escriba una tabulación en la posición del cursor en su lugar

textarea.onkeydown = (e) => {
  if (e.keyCode === 9) {
    e.preventDefault();
    insertAtCaret(""\t"");
  }

if (e.keyCode === 27) {
    textarea.blur();
  }
};

function insertAtCaret(text) {
  const scrollPos = textarea.scrollTop;
  let caretPos = textarea.selectionStart;"
FE-ES-001_CH_040,FE-ES-001,Frontend,Primeros pasos con HTML,40,463,"function insertAtCaret(text) {
  const scrollPos = textarea.scrollTop;
  let caretPos = textarea.selectionStart;

const front = textarea.value.substring(0, caretPos);
  const back = textarea.value.substring(
    textarea.selectionEnd,
    textarea.value.length,
  );
  textarea.value = front + text + back;
  caretPos += text.length;
  textarea.selectionStart = caretPos;
  textarea.selectionEnd = caretPos;
  textarea.focus();
  textarea.scrollTop = scrollPos;
}"
FE-ES-001_CH_041,FE-ES-001,Frontend,Primeros pasos con HTML,41,722,"// Actualizar el userCode guardado cada vez que el usuario actualice el código de área de texto
textarea.onkeyup = () => {
  // Solo queremos guardar el estado cuando se muestra el código de usuario,
  // no la solución, para que la solución no se guarde sobre el código de usuario
  if (solution.value === ""Mostrar solución"") {
    userEntry = textarea.value;
  } else {
    solutionEntry = textarea.value;
  }

updateCode();
};
```

### Espacios en blanco en HTML

En los ejemplos anteriores, es posible que hayas notado que se incluyen muchos espacios en blanco en el código. Este paso es opcional. Estos dos fragmentos de código son equivalentes:

```text
Los perros son tontos.

Los perros
    son
        tontos.
```"
FE-ES-001_CH_042,FE-ES-001,Frontend,Primeros pasos con HTML,42,758,"```text
Los perros son tontos.

Los perros
    son
        tontos.
```

No importa cuánto espacio en blanco utilice dentro del contenido del elemento HTML (que puede incluir uno o más caracteres de espacio, o también saltos de línea), el analizador HTML reduce cada secuencia de espacio en blanco a un solo espacio al representar el código. Entonces, ¿por qué usar tanto espacio en blanco? La respuesta es la legibilidad.

Puede ser más fácil entender lo que está pasando en tu código si lo tienes bien formateado. En nuestro HTML tenemos cada elemento anidado indentado por dos espacios más que el que está dentro. Depende de usted elegir el estilo de formato (cuántos espacios para cada nivel de indentación, por ejemplo), pero debe considerar formatearlo."
FE-ES-001_CH_043,FE-ES-001,Frontend,Primeros pasos con HTML,43,646,"Echemos un vistazo a cómo el navegador representa los dos párrafos anteriores con y sin espacios en blanco:

Nota: El acceso a innerHTML de los elementos de JavaScript mantendrá intacto todo el espacio en blanco.
Esto puede arrojar resultados inesperados si el navegador recorta el espacio en blanco.

```text
const noWhitespace = document.getElementById(""noWhitespace"").innerHTML;
console.log(noWhitespace);
// ""Los perros son tontos"".

const whitespace = document.getElementById(""whitespace"").innerHTML;
console.log(whitespace);
// ""Los perros
//    son
//        tontos.""
```

## Referencias de entidades: Incluir caracteres especiales en HTML"
FE-ES-001_CH_044,FE-ES-001,Frontend,Primeros pasos con HTML,44,658,"## Referencias de entidades: Incluir caracteres especiales en HTML

En HTML, los caracteres < , > , "" , ' y & son caracteres especiales. Son partes de la sintaxis HTML en sí. Entonces, ¿cómo incluyes uno de estos caracteres especiales en tu texto? Por ejemplo, si desea usar un signo ampersand (&) o menor que, y no interpretarlo como código.

`<`

`>`

`""`

`'`

`&`

Haces esto con referencias de caracteres. Estos son códigos especiales que representan caracteres, para ser utilizados en estas circunstancias exactas. Cada referencia de carácter comienza con un ampersand (&) y termina con un punto y coma (;).

`&lt;`

`&gt;`

`&quot;`

`&apos;`

`&amp;`"
FE-ES-001_CH_045,FE-ES-001,Frontend,Primeros pasos con HTML,45,591,"`&lt;`

`&gt;`

`&quot;`

`&apos;`

`&amp;`

El equivalente de referencia de carácter podría recordarse fácilmente porque el texto que utiliza puede verse como menor que (less than, en inglés) para '&lt;', comilla (quot, en inglés) para '&quot;' y de manera similar para otros. Para obtener más información sobre las referencias de entidades, consulta Lista de referencias de entidades de caracteres XML y HTML (Wikipedia).

En el siguiente ejemplo, hay dos párrafos:

```text
En HTML, se define un párrafo utilizando el elemento .

En HTML, se define un párrafo utilizando el elemento .
```"
FE-ES-001_CH_046,FE-ES-001,Frontend,Primeros pasos con HTML,46,577,"En HTML, se define un párrafo utilizando el elemento .
```

En la salida en vivo a continuación, puede ver que el primer párrafo ha salido mal. El navegador interpreta la segunda instancia de <p> como comenzar un nuevo párrafo. El segundo párrafo se ve bien porque tiene corchetes angulares con referencias de caracteres.

`<p>`

Nota: No es necesario usar referencias de entidad para ningún otro símbolo, ya que los navegadores modernos manejarán bien los símbolos reales siempre que la codificación de caracteres de tu HTML esté configurada en UTF-8 .

## Comentarios en HTML"
FE-ES-001_CH_047,FE-ES-001,Frontend,Primeros pasos con HTML,47,715,"## Comentarios en HTML

HTML tiene un mecanismo para escribir comentarios en el código. Los navegadores ignoran los comentarios, lo que hace que los comentarios sean invisibles para el usuario. El propósito de los comentarios es permitirle incluir notas en el código para explicar su lógica o codificación. Esto es muy útil si vuelve a una base de código después de estar ausente el tiempo suficiente para no recordarlo por completo. Del mismo modo, los comentarios son invaluables ya que diferentes personas están haciendo cambios y actualizaciones.

Para escribir un comentario en HTML, envuélvalo en los marcadores especiales <!-- y --> . Por ejemplo:

`<!--`

`-->`

```text
No estoy dentro de un comentario
```"
FE-ES-001_CH_048,FE-ES-001,Frontend,Primeros pasos con HTML,48,580,"`<!--`

`-->`

```text
No estoy dentro de un comentario
```

Como puede ver a continuación, solo se muestra el primer párrafo en la salida en vivo.

## Resumen

¡Has llegado al final del artículo! Esperamos que hayas disfrutado de tu recorrido por los conceptos básicos de HTML.

En este punto, debes entender cómo se ve HTML y cómo funciona a un nivel básico. También deberías poder escribir algunos elementos y atributos. Los artículos posteriores de este módulo profundizan en algunos de los temas introducidos aquí, así como en la presentación de otros conceptos del lenguaje."
FE-ES-001_CH_049,FE-ES-001,Frontend,Primeros pasos con HTML,49,524,"- A medida que comiences a aprender más sobre HTML, considera aprender los conceptos básicos de CSS (hojas de estilo en cascada). CSS es el lenguaje utilizado para dar estilo a las páginas web, como cambiar fuentes o colores o alterar el diseño de la página. HTML y CSS funcionan bien juntos, como pronto descubrirás.

## Vease también

- Aplicar color a elementos HTML usando CSS

- Overview: Estructurando la web con HTML

- Siguiente

## Help improve MDN

This page was last modified on 12 sept 2026 by MDN contributors ."
FE-ES-002_CH_001,FE-ES-002,Frontend,Elementos básicos de JavaScript,1,775,"Esta página ha sido traducida del inglés por la comunidad. Aprende más y únete a la comunidad de MDN Web Docs .

View in English Always switch to English

View in English Always switch to English

# Elementos básicos de JavaScript

En este módulo, continuamos nuestra cobertura de todas las características clave de JavaScript, tornando nuestra atención a tipos de código comúnmente encontrados tales como enunciados condicionales, bucles (loops), funciones, y eventos. Ya has visto estas cosas en este curso, pero solo de pasada aquí lo hablaremos mas explícitamente.

### Quieres transformarte en un desarrollador web front-end?

Hemos reunido un curso que incluye toda la información esencial que necesitas para trabajar hacia tu objetivo.

Empieza aquí

## Pre-requisitos"
FE-ES-002_CH_002,FE-ES-002,Frontend,Elementos básicos de JavaScript,2,468,"Empieza aquí

## Pre-requisitos

Antes de empezar este módulo, deberías ya tener alguna familiaridad con lo básico de HTML y CSS , y también deberías haber trabajado todos lo módulos previos, JavaScript primeros pasos .

Nota: Si estas trabajando en una computadora/tablet/otro dispositivo donde no tienes la capacidad de crear tus propios archivos, podrías practicar (la mayoría de) los ejemplos de código en un programa en linea tales como JSBin o Glitch .

## Guías"
FE-ES-002_CH_003,FE-ES-002,Frontend,Elementos básicos de JavaScript,3,735,"## Guías

En cualquier lenguaje de programación, el código necesita tomar decisiones y efectuar acciones consiguientemente dependiendo de las diferentes ordenes ingresadas. Por ejemplo, en un juego, si el numero de vidas del jugador es 0, entonces se termina el juego. En una aplicación del clima, si esta siendo vista por la mañana, muestra un gráfico del amanecer; muestra estrellas y una luna si es de noche. En este artículo exploraremos como los condicionales estructuran el trabajo en Javascript.

A veces necesitas que una tarea se haga más de una vez. Por ejemplo, revisar toda una lista de nombres. En programación, los bucles (' loops' en inglés) hacen este trabajo muy bien. Aca veremos la estructura de loops en Javascript."
FE-ES-002_CH_004,FE-ES-002,Frontend,Elementos básicos de JavaScript,4,725,"Otro concepto fundamental en código es funciones. Funciones te permite almacenar una pieza de código que ejecuta una sola tarea dentro de un bloque definido, y después llamar ese código cuando lo necesitas usando un comando corto en lugar de tener que escribir el mismo código varias veces. En este articulo exploraremos conceptos fundamentales detrás de las funciones tales como sintaxis básica, cómo invocar y definir funciones, ámbito o alcance (scope), y parámetros.

Con la información presentada en el artículo anterior, este artículo, pretende demostrar una parte práctica. Se podrá desarrollar una función propia, y durante el desarrollo se presentarán algunos consejos prácticos y útiles para trabajar con funciones."
FE-ES-002_CH_005,FE-ES-002,Frontend,Elementos básicos de JavaScript,5,326,"Un concepto fundamental que ha de tenerse en cuenta, es que las funciones pueden devolver valores al finalizar su ejecución, aunque algunas funciones también pueden no devolver ningún valor. Es importante entender como son esos valores, qué tipos pueden tener y cómo aprovechar el valor devuelto por la función en el programa."
FE-ES-002_CH_006,FE-ES-002,Frontend,Elementos básicos de JavaScript,6,652,"Los eventos son acciones u ocurrencias que aparecen durante la ejecución del programa, y que son reportadas por el sistema, de forma que se pueda responder a los eventos de la forma deseada. Por ejemplo, si un usuario hace un click en un botón de una página web, puede que se quiera que ese evento inicie una acción en el que se muestre cierta información en un cuadro de información. En este último artículo se presentarán y describirán los conceptos necesarios con respecto a los eventos, y como funcionan en un navegador.

## Evaluaciones

La siguiente evaluación probara tu entendimiento de lo básico de Javascript cubierto en las guias anteriores."
FE-ES-002_CH_007,FE-ES-002,Frontend,Elementos básicos de JavaScript,7,770,"La siguiente evaluación probara tu entendimiento de lo básico de Javascript cubierto en las guias anteriores.

Ahora que hemos visto los bloques constructores fundamentales de JavaScript, probaremos tus conocimientos en bucles, funciones, condicionales y eventos construyendo un item bastante común en muchos sitios web — una galería de imágenes creada con JavaScript.

## Ver también

Un excelente recurso para aspirantes a desarrolladores web — Aprenda JavaScript en un entorno interactivo, con lecciones cortas y pruebas interactivas, guiadas por una evaluación automatizada. Las primeras 40 lecciones son gratuitas, y el curso completo está disponible por un pequeño pago único.

## Help improve MDN

This page was last modified on 12 sept 2026 by MDN contributors ."
CLD-ES-001_CH_001,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,1,773,"# ¿Qué es Kubernetes?

Esta página ofrece una visión general sobre Kubernetes.

Kubernetes es una plataforma portable y extensible de código abierto para
administrar cargas de trabajo y servicios. Kubernetes facilita la automatización
y la configuración declarativa. Tiene un ecosistema grande y en rápido crecimiento.
El soporte, las herramientas y los servicios para Kubernetes están ampliamente disponibles.

Google liberó el proyecto Kubernetes en el año 2014. Kubernetes se basa en la experiencia de
Google corriendo aplicaciones en producción a gran escala por década y media , junto a las mejores ideas y prácticas de la comunidad.

## ¿Por qué necesito Kubernetes y qué puede hacer por mi?

Kubernetes tiene varias características. Puedes pensar en Kubernetes como:"
CLD-ES-001_CH_002,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,2,650,"Kubernetes tiene varias características. Puedes pensar en Kubernetes como:

- una plataforma de contenedores

- una plataforma de microservicios

- una plataforma portable de nube

y mucho más.

Kubernetes ofrece un entorno de administración centrado en contenedores . Kubernetes
orquesta la infraestructura de cómputo, redes y almacenamiento para que las cargas de
trabajo de los usuarios no tengan que hacerlo. Esto ofrece la simplicidad de las Plataformas
como Servicio (PaaS) con la flexibilidad de la Infraestructura como Servicio (IaaS) y permite
la portabilidad entre proveedores de infraestructura.

## ¿Qué hace de Kubernetes una plataforma?"
CLD-ES-001_CH_003,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,3,617,"## ¿Qué hace de Kubernetes una plataforma?

A pesar de que Kubernetes ya ofrece muchas funcionalidades, siempre hay nuevos
escenarios que se benefician de nuevas características. Los flujos de trabajo
de las aplicaciones pueden optimizarse para acelerar el tiempo de desarrollo.
Una solución de orquestación propia puede ser suficiente al principio, pero suele requerir
una automatización robusta cuando necesita escalar. Es por ello que Kubernetes fue diseñada como
una plataforma: para poder construir un ecosistema de componentes y herramientas que hacen
más fácil el desplegar, escalar y administrar aplicaciones."
CLD-ES-001_CH_004,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,4,684,"Las etiquetas, o Labels , le
permiten a los usuarios organizar sus recursos como deseen. Las anotaciones, o Annotations , les permiten asignar información arbitraria a un recurso para
facilitar sus flujos de trabajo y hacer más fácil a las herramientas administrativas inspeccionar el estado.

Además, el Plano de Control de Kubernetes usa las mismas APIs que usan los desarrolladores y usuarios finales.
Los usuarios pueden escribir sus propios controladores, como por ejemplo un planificador o scheduler ,
usando sus propias
APIs desde una herramienta de línea de comandos .

Este diseño ha permitido que otros sistemas sean construidos sobre Kubernetes.

## Lo que Kubernetes no es"
CLD-ES-001_CH_005,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,5,731,"Este diseño ha permitido que otros sistemas sean construidos sobre Kubernetes.

## Lo que Kubernetes no es

Kubernetes no es una Plataforma como Servicio (PaaS) convencional. Ya que
Kubernetes opera a nivel del contenedor y no a nivel del hardware, ofrece
algunas características que las PaaS también ofrecen, como deployments,
escalado, balanceo de carga, registros y monitoreo. Dicho esto, Kubernetes
no es monolítico y las soluciones que se ofrecen de forma predeterminada
son opcionales e intercambiables.

Kubernetes ofrece los elementos esenciales para construir una plataforma
para desarrolladores, preservando la elección del usuario y la flexibilidad
en las partes más importantes.

Entonces, podemos decir que Kubernetes:"
CLD-ES-001_CH_006,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,6,553,"Entonces, podemos decir que Kubernetes:

- No limita el tipo de aplicaciones que soporta. Kubernetes busca dar soporte a un número diverso de cargas de trabajo, que incluyen aplicaciones con y sin estado así como aplicaciones que procesan datos. Si la aplicación puede correr en un contenedor, debería correr bien en Kubernetes.

- No hace deployment de código fuente ni compila tu aplicación. Los flujos de integración, entrega y deployment continuo (CI/CD) vienen determinados por la cultura y preferencia organizacional y sus requerimientos técnicos."
CLD-ES-001_CH_007,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,7,768,"- No provee servicios en capa de aplicación como middleware (por ejemplo, buses de mensaje), frameworks de procesamiento de datos (como Spark), bases de datos (como MySQL), caches o sistemas de almacenamiento (como Ceph). Es posible correr estas aplicaciones en Kubernetes, o acceder a ellos desde una aplicación usando un mecanismo portable como el Open Service Broker.

- No dictamina las soluciones de registros, monitoreo o alerta que se deben usar. Hay algunas integraciones que se ofrecen como prueba de concepto, y existen mecanismos para recolectar y exportar métricas.

- No provee ni obliga a usar un sistema o lenguaje de configuración (como jsonnet ) sino que ofrece una API declarativa que puede ser usada con cualquier forma de especificación declarativa"
CLD-ES-001_CH_008,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,8,756,"- No provee ni adopta un sistema exhaustivo de mantenimiento, administración o corrección automática de errores

Además, Kubernetes no es un mero sistema de orquestación . De hecho, Kubernetes elimina la necesidad de orquestar. Orquestación se define como la ejecución de un flujo de trabajo definido: haz A, luego B y entonces C. Kubernetes está compuesto de un conjunto de procesos de control independientes y combinables entre si que llevan el estado actual hacia el estado deseado. No debería importar demasiado como llegar de A a C. No se requiere control centralizado y, como resultado, el sistema es más fácil de usar, más poderoso, robusto, resiliente y extensible.

## ¿Por qué usar contenedores?

¿Te preguntas las razones para usar contenedores?"
CLD-ES-001_CH_009,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,9,523,"## ¿Por qué usar contenedores?

¿Te preguntas las razones para usar contenedores?

La Manera Antigua de desplegar aplicaciones era instalarlas en un
servidor usando el administrador de paquetes del sistema operativo.
La desventaja era que los ejecutables, la configuración, las librerías
y el ciclo de vida de todos estos componentes se entretejían unos a
otros. Podíamos construir imágenes de máquina virtual inmutables para
tener rollouts y rollbacks predecibles, pero las máquinas virtuales
son pesadas y poco portables."
CLD-ES-001_CH_010,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,10,516,"La Manera Nueva es desplegar contenedores basados en virtualización
a nivel del sistema operativo, en vez del hardware. Estos contenedores
están aislados entre ellos y con el servidor anfitrión: tienen sus propios
sistemas de archivos, no ven los procesos de los demás y el uso de recursos
puede ser limitado. Son más fáciles de construir que una máquina virtual, y
porque no están acoplados a la infraestructura y sistema de archivos del
anfitrión, pueden llevarse entre nubes y distribuciones de sistema operativo."
CLD-ES-001_CH_011,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,11,1049,"Ya que los contenedores son pequeños y rápidos, una aplicación puede ser
empaquetada en una imagen de contenedor. Esta relación uno a uno entre
aplicación e imagen nos abre un abanico de beneficios para usar contenedores.
Con contenedores, podemos crear imágenes inmutables al momento de la compilación
en vez del despliegue ya que las aplicaciones no necesitan componerse junto al
resto del stack ni atarse al entorno de infraestructura de producción. Generar
una imagen de contenedor al momento de la compilación permite tener un entorno
consistente que va desde desarrollo hasta producción. De igual forma, los contenedores
son más transparentes que las máquinas virtuales y eso hace que el monitoreo y la
administración sean más fáciles. Esto se aprecia más cuando los ciclos de vida de
los contenedores son administrados por la infraestructura en vez de un proceso supervisor
escondido en el contenedor. Por último, ya que solo hay una aplicación por contenedor,
administrar el despliegue de la aplicación se reduce a administrar el contenedor."
CLD-ES-001_CH_012,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,12,702,"En resumen, los beneficios de usar contenedores incluyen:

- Ágil creación y despliegue de aplicaciones :
Mayor facilidad y eficiencia al crear imágenes de contenedor en vez de máquinas virtuales

- Desarrollo, integración y despliegue continuo :
Permite que la imagen de contenedor se construya y despliegue de forma frecuente y confiable,
facilitando los rollbacks pues la imagen es inmutable

- Separación de tareas entre Dev y Ops :
Puedes crear imágenes de contenedor al momento de compilar y no al desplegar, desacoplando la
aplicación de la infraestructura

- Observabilidad No solamente se presenta la información y métricas del sistema operativo, sino la salud de la
aplicación y otras señales"
CLD-ES-001_CH_013,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,13,746,"- Consistencia entre los entornos de desarrollo, pruebas y producción :
La aplicación funciona igual en un laptop y en la nube

- Portabilidad entre nubes y distribuciones :
Funciona en Ubuntu, RHEL, CoreOS, tu datacenter físico, Google Kubernetes Engine y todo lo demás

- Administración centrada en la aplicación :
Eleva el nivel de abstracción del sistema operativo y el hardware virtualizado a la aplicación que funciona en un sistema con recursos lógicos

- Microservicios distribuidos, elásticos, liberados y débilmente acoplados:
Las aplicaciones se separan en piezas pequeñas e independientes que pueden ser desplegadas y administradas de forma dinámica, y no como una aplicación monolítica que opera en una sola máquina de gran capacidad"
CLD-ES-001_CH_014,CLD-ES-001,Cloud / DevOps,¿Qué es Kubernetes?,14,798,"- Aislamiento de recursos :
Hace el rendimiento de la aplicación más predecible

- Utilización de recursos :
Permite mayor eficiencia y densidad

## ¿Qué significa Kubernetes? ¿Qué significa K8S?

El nombre Kubernetes proviene del griego y significa timonel o piloto . Es la raíz de gobernador y de cibernética . K8s es una abrevación que se obtiene al reemplazar las ocho letras ""ubernete"" con el número 8.

## ¿Qué sigue?

- ¿Estás listo para empezar ?

- Para saber más, visita el resto de la documentación de Kubernetes .

## Comentarios

¿Fue útil esta página?

Gracias por la retroalimentacion. Si tienes una pregunta específica y respondible sobre cómo usar Kubernetes, hazla en Stack Overflow .
Abre un issue en el Repositorio de GitHub si deseas reportar un problema o sugerir una mejora ."
CLD-ES-002_CH_001,CLD-ES-002,Cloud / DevOps,Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube,1,400,"# Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube

- Ruta de aprendizaje

- 3 Módulos

## En un vistazo

- Nivel Principiante

Nivel

- personalizada &nbsp;

personalizada

- Producto Azure

Producto

- Rol Administrador Desarrollador Ingeniero de DevOps Arquitecto de soluciones

Rol

- Asunto Architecture Informática en la nube Infraestructura técnica

Asunto"
CLD-ES-002_CH_002,CLD-ES-002,Cloud / DevOps,Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube,2,912,"Rol

- Asunto Architecture Informática en la nube Infraestructura técnica

Asunto

¿Primera experiencia con la nube? Introducción a la infraestructura en la nube es una serie de cuatro partes que le enseña conceptos básicos de la nube, proporciona una visión general simplificada de muchos servicios de Azure y le guía con ejercicios prácticos para implementar sus primeros servicios de forma gratuita. Complete todas las rutas de aprendizaje de la serie si está preparando el examen AZ-900: Aspectos básicos de Microsoft Azure.
Esta es la primera ruta de aprendizaje de la serie Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube . Las otras rutas de aprendizaje de la serie son parte 2: Descripción de la arquitectura y los servicios de Azure , parte 3: Descripción de la administración y gobernanza de Azure y parte 4: Aplicación de aptitudes de Azure en proyectos guiados ."
CLD-ES-002_CH_003,CLD-ES-002,Cloud / DevOps,Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube,3,635,"## Requisitos previos

- Conocimientos básicos sobre los términos y conceptos de TI

## Introducción a Azure

Elija la cuenta de Azure adecuada para usted. Pague a medida que habla o pruebe Azure gratis durante 30 días. Regístrese.

Código de logros

¿Desea solicitar un código de logro?

## Módulos en esta ruta de aprendizaje

En este módulo se presenta la informática en la nube. Trata aspectos como los conceptos de la nube, los modelos de implementación y la comprensión de la responsabilidad compartida en la nube.

En este módulo se presentan las ventajas que la informática en la nube puede ofrecerle a usted o su organización."
CLD-ES-002_CH_004,CLD-ES-002,Cloud / DevOps,Introducción a la infraestructura en la nube: Descripción de los conceptos de la nube,4,277,"En este módulo se presentan las ventajas que la informática en la nube puede ofrecerle a usted o su organización.

En este módulo se tratan los distintos tipos de servicio en la nube y se comparten algunos de los casos de uso y las ventajas alineados con cada tipo de servicio."
